wasted_computation_no_offload,wasted_computation_offload,charge_rate,discharge_rate,AI_computation,offload,no_offload,best_offload
367285,242391,0.004413793103448276,0.010620689655172414,0.009,116708,82723,132110.09174311926
376485,238663,0.004413793103448276,0.010620689655172414,0.012,115759,73521,132110.09174311926
383824,232656,0.004413793103448276,0.010620689655172414,0.015,116365,66182,132110.09174311926
357408,249572,0.004413793103448276,0.011034482758620689,0.006,116058,92601,128571.42857142858
368843,245805,0.004413793103448276,0.011034482758620689,0.009,114131,81163,128571.42857142858
377577,241872,0.004413793103448276,0.011034482758620689,0.012,113501,72431,128571.42857142858
384688,244182,0.004413793103448276,0.011034482758620689,0.015,111559,65319,128571.42857142858
359079,256331,0.004413793103448276,0.011448275862068966,0.006,112801,90926,125217.39130434781
370048,261858,0.004413793103448276,0.011448275862068966,0.009,108607,79960,125217.39130434781
378794,256236,0.004413793103448276,0.011448275862068966,0.012,108103,71215,125217.39130434781
385586,243998,0.004413793103448276,0.011448275862068966,0.015,110551,64422,125217.39130434781
360747,218375,0.004413793103448276,0.01186206896551724,0.006,119329,89258,122033.89830508473
371329,246992,0.004413793103448276,0.01186206896551724,0.009,111227,78674,122033.89830508473
379671,251907,0.004413793103448276,0.01186206896551724,0.012,108263,70336,122033.89830508473
386432,252865,0.004413793103448276,0.01186206896551724,0.015,106707,63573,122033.89830508473
362460,260008,0.004413793103448276,0.012275862068965518,0.006,108819,87549,119008.26446280991
372777,268471,0.004413793103448276,0.012275862068965518,0.009,104183,77231,119008.26446280991
380723,255651,0.004413793103448276,0.012275862068965518,0.012,106059,69283,119008.26446280991
387262,252857,0.004413793103448276,0.012275862068965518,0.015,105711,62740,119008.26446280991
364074,275343,0.004413793103448276,0.012689655172413793,0.006,104181,85927,116129.03225806453
373947,273321,0.004413793103448276,0.012689655172413793,0.009,101853,76062,116129.03225806453
381807,251906,0.004413793103448276,0.012689655172413793,0.012,105985,68195,116129.03225806453
388145,259636,0.004413793103448276,0.012689655172413793,0.015,102656,61855,116129.03225806453
365453,285734,0.004413793103448276,0.01310344827586207,0.006,100737,84554,113385.82677165353
375140,271342,0.004413793103448276,0.01310344827586207,0.009,101059,74869,113385.82677165353
382653,267152,0.004413793103448276,0.01310344827586207,0.012,100616,67355,113385.82677165353
388886,269125,0.004413793103448276,0.01310344827586207,0.015,98725,61121,113385.82677165353
367008,280284,0.004413793103448276,0.013517241379310345,0.006,100412,83001,110769.23076923078
376242,285030,0.004413793103448276,0.013517241379310345,0.009,96369,73767,110769.23076923078
383722,274604,0.004413793103448276,0.013517241379310345,0.012,97365,66284,110769.23076923078
389655,273912,0.004413793103448276,0.013517241379310345,0.015,96390,60354,110769.23076923078
368316,281292,0.004413793103448276,0.01393103448275862,0.006,98696,81691,108270.67669172933
377292,278137,0.004413793103448276,0.01393103448275862,0.009,97109,72711,108270.67669172933
384521,272809,0.004413793103448276,0.01393103448275862,0.012,96926,65488,108270.67669172933
390335,276425,0.004413793103448276,0.01393103448275862,0.015,94734,59672,108270.67669172933
369864,299100,0.004413793103448276,0.014344827586206896,0.006,94118,80145,105882.35294117646
378374,289786,0.004413793103448276,0.014344827586206896,0.009,93052,71634,105882.35294117646
385409,287171,0.004413793103448276,0.014344827586206896,0.012,92085,64591,105882.35294117646
391107,239682,0.004413793103448276,0.014344827586206896,0.015,105341,58900,105882.35294117646
371016,268716,0.004413793103448276,0.014758620689655172,0.006,98654,78991,103597.12230215827
379453,267370,0.004413793103448276,0.014758620689655172,0.009,97471,70555,103597.12230215827
386364,284296,0.004413793103448276,0.014758620689655172,0.012,92014,63642,103597.12230215827
