charge_rate,discharge_rate,AI_computation,offload,no_offload,best_offload
0.001,0.008823529411764706,0.012999999999999998,29249,13061,30538.922155688626
0.001,0.008823529411764706,0.013999999999999999,28886,12512,30538.922155688626
0.001,0.008823529411764706,0.015,28971,12202,30538.922155688626
0.001,0.009235294117647057,0.001,28901,26966,29310.344827586217
0.001,0.009235294117647057,0.002,28787,24743,29310.344827586217
0.001,0.009235294117647057,0.0029999999999999996,28745,22725,29310.344827586217
0.001,0.009235294117647057,0.003999999999999999,28665,21182,29310.344827586217
0.001,0.009235294117647057,0.004999999999999999,28865,19824,29310.344827586217
0.001,0.009235294117647057,0.005999999999999999,28857,18599,29310.344827586217
0.001,0.009235294117647057,0.006999999999999998,28732,17418,29310.344827586217
0.001,0.009235294117647057,0.007999999999999998,28684,16483,29310.344827586217
0.001,0.009235294117647057,0.008999999999999998,28540,15551,29310.344827586217
0.001,0.009235294117647057,0.009999999999999998,28422,14953,29310.344827586217
0.001,0.009235294117647057,0.011,27575,13996,29310.344827586217
0.001,0.009235294117647057,0.011999999999999997,27590,13376,29310.344827586217
0.001,0.009235294117647057,0.012999999999999998,28025,12874,29310.344827586217
0.001,0.009235294117647057,0.013999999999999999,27992,12494,29310.344827586217
0.001,0.009235294117647057,0.015,27733,11817,29310.344827586217
0.001,0.009647058823529411,0.001,28103,25985,28176.795580110505
0.001,0.009647058823529411,0.002,28027,23924,28176.795580110505
0.001,0.009647058823529411,0.0029999999999999996,28043,22104,28176.795580110505
0.001,0.009647058823529411,0.003999999999999999,28090,20618,28176.795580110505
0.001,0.009647058823529411,0.004999999999999999,28055,19284,28176.795580110505
0.001,0.009647058823529411,0.005999999999999999,27568,18039,28176.795580110505
0.001,0.009647058823529411,0.006999999999999998,27754,17106,28176.795580110505
0.001,0.009647058823529411,0.007999999999999998,27623,16171,28176.795580110505
0.001,0.009647058823529411,0.008999999999999998,27904,15241,28176.795580110505
0.001,0.009647058823529411,0.009999999999999998,27007,14723,28176.795580110505
0.001,0.009647058823529411,0.011,27606,13810,28176.795580110505
0.001,0.009647058823529411,0.011999999999999997,27868,13421,28176.795580110505
0.001,0.009647058823529411,0.012999999999999998,27468,12802,28176.795580110505
0.001,0.009647058823529411,0.013999999999999999,26803,12130,28176.795580110505
0.001,0.009647058823529411,0.015,27577,11841,28176.795580110505
0.001,0.010058823529411762,0.001,27197,25102,27127.65957446809
0.001,0.010058823529411762,0.002,27065,23030,27127.65957446809
0.001,0.010058823529411762,0.0029999999999999996,26586,21463,27127.65957446809
0.001,0.010058823529411762,0.003999999999999999,26685,19977,27127.65957446809
